Suburb,Rooms,Type,Price,Method,SellerG,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
0,0.2857142857142857,0,0.6158940397350994,1,23,0.1070663811563169,0.375,0.2857142857142857,0.2857142857142857,0.14831130690161526,0.5009445843828715,0.5416666666666714,31,0.5174543802434926,0.5086389417660371,2,0.19833232501249443
0,0.2857142857142857,0,0.4194260485651214,1,23,0.1070663811563169,0.375,0.2857142857142857,0.0,0.11453744493392069,0.0,0.0,31,0.4967916801513894,0.498926809370289,2,0.19833232501249443
0,0.5714285714285714,0,0.6092715231788081,3,23,0.1070663811563169,0.625,0.5714285714285714,0.0,0.09838472834067548,1.0,0.0,31,0.4933064054370391,0.50086923584945,2,0.19833232501249443
0,0.5714285714285714,0,0.33774834437086093,0,23,0.1070663811563169,0.625,0.5714285714285714,0.2857142857142857,0.06901615271659324,0.5009445843828715,0.5416666666666714,31,0.5241759814782654,0.505725302047324,2,0.19833232501249443
0,0.8571428571428571,0,0.6688741721854305,4,155,0.1070663811563169,0.625,0.2857142857142857,0.5714285714285714,0.08810572687224669,1.0,1.0,31,0.49853431750852906,0.5002865079056846,2,0.19833232501249443
0,0.2857142857142857,0,0.37792494481236205,1,106,0.1070663811563169,0.375,0.2857142857142857,0.0,0.1328928046989721,0.5009445843828715,0.5416666666666714,31,0.506251711518857,0.5026174196806323,2,0.19833232501249443
0,0.5714285714285714,0,0.7907284768211921,1,155,0.1070663811563169,0.875,0.5714285714285714,0.0,0.17988252569750365,1.0,0.0,31,0.5104838308148203,0.5103871255972763,2,0.19833232501249443
0,0.2857142857142857,0,0.6847682119205298,1,155,0.1070663811563169,0.375,0.2857142857142857,0.5714285714285714,0.18795888399412627,0.0,0.0,31,0.5015216958351232,0.5028116623285541,2,0.19833232501249443
0,0.0,2,0.09492273730684328,1,23,0.1070663811563169,0.125,0.2857142857142857,0.2857142857142857,0.0,0.5009445843828715,0.5416666666666714,31,0.5144670019169126,0.5065022726389543,2,0.19833232501249443
0,0.2857142857142857,0,0.4467991169977925,1,23,0.1070663811563169,0.625,0.2857142857142857,0.5714285714285714,0.16152716593245225,0.0,0.0,31,0.5139691055291422,0.5096101550055891,2,0.19833232501249443
0,0.2857142857142857,2,0.271523178807947,4,106,0.1070663811563169,0.375,0.5714285714285714,0.2857142857142857,0.0,0.5009445843828715,0.5416666666666714,31,0.4890742861410615,0.5247610815430335,2,0.19833232501249443
0,0.5714285714285714,0,0.5584988962472407,4,155,0.1070663811563169,0.625,0.5714285714285714,0.5714285714285714,0.15712187958883994,1.0,1.0,31,0.49529799098807814,0.5047540888077151,2,0.19833232501249443
0,0.2857142857142857,2,0.293598233995585,1,23,0.1070663811563169,0.375,0.5714285714285714,0.2857142857142857,0.0,0.0,1.0,31,0.4970406283452604,0.5049483314556369,2,0.19833232501249443
0,0.2857142857142857,0,0.4801324503311258,1,23,0.1070663811563169,0.375,0.2857142857142857,0.2857142857142857,0.14317180616740088,0.5009445843828715,0.5416666666666714,31,0.49554693918197756,0.5065022726389543,2,0.19833232501249443
0,0.0,2,0.15717439293598234,3,85,0.1070663811563169,0.125,0.2857142857142857,0.2857142857142857,0.0,0.5009445843828715,0.5416666666666714,31,0.5124754163658594,0.5094159123576674,2,0.19833232501249443
0,0.2857142857142857,0,0.5408388520971303,1,106,0.1070663811563169,0.375,0.2857142857142857,0.5714285714285714,0.17474302496328928,0.0,0.0,31,0.4940532500186947,0.5070850005827197,2,0.19833232501249443
0,0.5714285714285714,0,0.4922737306843267,1,106,0.1070663811563169,0.625,0.5714285714285714,0.2857142857142857,0.0829662261380323,0.0,0.0,31,0.5025174886106356,0.49814983877860186,2,0.19833232501249443
0,0.5714285714285714,0,0.48189845474613685,1,117,0.1070663811563169,0.375,0.2857142857142857,0.2857142857142857,0.1013215859030837,0.0,0.0,31,0.5112306753964617,0.5049483314556369,2,0.19833232501249443
0,0.5714285714285714,0,0.3841059602649007,1,49,0.1070663811563169,0.625,0.2857142857142857,0.0,0.1343612334801762,0.5009445843828715,0.5416666666666714,31,0.5109817272025907,0.5068907579347979,2,0.19833232501249443
0,0.2857142857142857,0,0.3554083885209713,1,23,0.1070663811563169,0.375,0.2857142857142857,0.2857142857142857,0.11013215859030837,0.0,0.7916666666666714,31,0.5137201573352712,0.512523794724359,2,0.19833232501249443
0,0.8571428571428571,0,0.5496688741721855,0,111,0.1070663811563169,0.875,0.5714285714285714,0.5714285714285714,0.5726872246696035,0.7843198992443323,0.0,31,0.49828536931465806,0.5024231770327674,2,0.19833232501249443
0,0.5714285714285714,1,0.3598233995584989,1,19,0.1070663811563169,0.625,0.5714285714285714,0.5714285714285714,0.0,0.5009445843828715,1.0,31,0.4933064054370391,0.503782875568163,2,0.19833232501249443
0,0.5714285714285714,2,0.44370860927152317,1,106,0.1070663811563169,0.625,0.5714285714285714,0.5714285714285714,1.0,0.0,0.5416666666666714,31,0.4970406283452604,0.5049483314556369,2,0.19833232501249443
0,0.2857142857142857,2,0.18322295805739516,1,49,0.1070663811563169,0.375,0.2857142857142857,0.2857142857142857,0.0,0.0,0.5416666666666714,31,0.5127243645597588,0.5063080299910325,2,0.19833232501249443
0,0.2857142857142857,0,0.4481236203090508,0,23,0.1070663811563169,0.375,0.5714285714285714,0.2857142857142857,0.09104258443465492,0.7843198992443323,1.0,31,0.4967916801513894,0.5072792432306414,2,0.19833232501249443
0,0.2857142857142857,0,0.5430463576158941,1,135,0.1070663811563169,0.375,0.2857142857142857,0.0,0.1079295154185022,0.0,0.0,31,0.49654273195749,0.5000922652577628,2,0.19833232501249443
0,0.0,2,0.15055187637969097,3,85,0.1070663811563169,0.125,0.2857142857142857,0.2857142857142857,0.0,0.5009445843828715,0.5416666666666714,31,0.5124754163658594,0.5094159123576674,2,0.19833232501249443
0,0.5714285714285714,0,0.6015452538631347,0,155,0.1070663811563169,0.625,0.8571428571428571,0.2857142857142857,0.12187958883994125,1.0,1.0,31,0.5122264681719884,0.5119410667805937,2,0.19833232501249443
0,0.0,2,0.1642384105960265,1,106,0.1070663811563169,0.125,0.2857142857142857,0.2857142857142857,0.0,0.0,0.5416666666666714,31,0.4970406283452604,0.5049483314556369,2,0.19833232501249443
0,0.2857142857142857,0,0.46357615894039733,1,155,0.1070663811563169,0.375,0.5714285714285714,0.5714285714285714,0.07195301027900146,0.5639168765743072,0.0,31,0.5152138464985541,0.5024231770327674,2,0.19833232501249443
0,0.8571428571428571,0,0.6432671081677704,1,49,0.1070663811563169,0.875,0.8571428571428571,0.2857142857142857,0.0,0.5009445843828715,0.5416666666666714,31,0.5179522766312488,0.5049483314556369,2,0.19833232501249443
0,0.5714285714285714,0,0.5320088300220751,1,23,0.1070663811563169,0.625,0.5714285714285714,0.5714285714285714,0.1079295154185022,0.0,0.5416666666666714,31,0.5040111777739185,0.5006749932015282,2,0.19833232501249443
0,0.5714285714285714,0,0.5320088300220751,1,23,0.1070663811563169,0.625,0.2857142857142857,0.2857142857142857,0.12334801762114536,0.43797229219143574,0.2083333333333357,31,0.5147159501107978,0.5035886329202413,2,0.19833232501249443
0,0.0,2,0.16997792494481237,1,155,0.1070663811563169,0.125,0.2857142857142857,0.2857142857142857,0.0,0.0,1.0,31,0.5027664368045066,0.5041713608640066,2,0.19833232501249443
0,0.2857142857142857,0,0.4834437086092715,1,106,0.1070663811563169,0.375,0.2857142857142857,0.0,0.11894273127753303,0.0,0.0,31,0.5124754163658594,0.5032001476243977,2,0.19833232501249443
0,0.5714285714285714,0,0.4900662251655629,3,106,0.1070663811563169,0.625,0.5714285714285714,0.2857142857142857,0.08810572687224669,0.5639168765743072,1.0,31,0.5109817272025907,0.5028116623285541,2,0.19833232501249443
0,0.2857142857142857,0,0.4094922737306843,1,155,0.1070663811563169,0.375,0.2857142857142857,0.0,0.13362701908957414,0.0,0.0,31,0.5112306753964617,0.5070850005827197,2,0.19833232501249443
0,0.2857142857142857,0,0.41721854304635764,1,23,0.1070663811563169,0.375,0.2857142857142857,0.2857142857142857,0.12628487518355358,0.0,0.0,31,0.49504904279420714,0.5012577211452367,2,0.19833232501249443
2,0.5714285714285714,1,0.3333333333333333,0,155,0.5781584582441113,0.625,0.5714285714285714,0.2857142857142857,0.2224669603524229,1.0,1.0,21,0.7205961064502446,0.2747707936754864,6,0.16913486072020412
2,0.5714285714285714,0,0.2847682119205298,4,155,0.5781584582441113,0.625,0.5714285714285714,0.2857142857142857,0.0,1.0,0.4583333333333357,21,0.7148702979909984,0.2699147274775555,6,0.16913486072020412
2,0.5714285714285714,0,0.30242825607064017,3,155,0.5781584582441113,0.625,0.5714285714285714,0.2857142857142857,0.0,1.0,0.4583333333333357,21,0.7148702979909984,0.2699147274775555,6,0.16913486072020412
2,0.2857142857142857,0,0.22869757174392938,1,155,0.5781584582441113,0.375,0.2857142857142857,0.2857142857142857,0.19970631424375918,0.0,0.2083333333333357,21,0.692216012347842,0.29419505846709626,6,0.16913486072020412
2,0.5714285714285714,1,0.271523178807947,1,28,0.5781584582441113,0.625,0.5714285714285714,0.5714285714285714,0.17547723935389134,0.7528337531486144,1.0,21,0.7111360750827771,0.28584262460668697,6,0.16913486072020412
